Unless stated otherwise the Canmore dataset contains Ordnance Survey derived data which is delivered through Canmore website under the terms of the OPEN GOVERNMENT End User Licence.
http://www.ordnancesurvey.co.uk/docs/licences/os-opendata-licence.pdf
"Canmore-download-Mon, 18 Nov 2019 13:36:44 +0000.csv"


CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"161202","NO65NE 84","Tayock","Pit(S) (Period Unassigned), Rectilinear Enclosure (Period Unassigned), Ring Ditch (Period Unassigned)(Possible), Souterrain (Prehistoric)(Possible)","369400","759280","ANGUS","ANGUS","DUN","NO 6940 5928","http://canmore.org.uk/site/161202",
"161456","NO65SE 49","Buckie Den","Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)(Possible)","369140","752200","ANGUS","ANGUS","LUNAN","NO 6914 5220","http://canmore.org.uk/site/161456",
"161749","NO65NE 85","Gilrivie","Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)(Possible)","368650","759570","ANGUS","ANGUS","DUN","NO 6865 5957","http://canmore.org.uk/site/161749",
"162986","NO53NE 83","Panbride","Pit(S) (Period Unassigned), Pit Circle (Prehistoric)(Possible), Rig And Furrow (Medieval), Ring Ditch (Period Unassigned)","357682","735594","ANGUS","ANGUS","PANBRIDE","NO 57682 35594","http://canmore.org.uk/site/162986",
"180034","NO53NW 46","Old Downie","Cup And Ring Marked Stone (Prehistoric)","351840","736580","ANGUS","ANGUS","MONIKIE","NO 5184 3658","http://canmore.org.uk/site/180034",
"180039","NO34SW 29","Easter Denoon","Cup And Ring Marked Stone (Prehistoric)","334930","743900","ANGUS","ANGUS","GLAMIS","NO 3493 4390","http://canmore.org.uk/site/180039",
"180041","NO55SW 79","Turin Hill","Cup And Ring Marked Stone (Prehistoric)","351170","754100","ANGUS","ANGUS","ABERLEMNO","NO 5117 5410","http://canmore.org.uk/site/180041",
"180043","NO55SE 43","Guthrie Hill","Cup And Ring Marked Stone (Prehistoric)","356210","751220","ANGUS","ANGUS","GUTHRIE","NO 5621 5122","http://canmore.org.uk/site/180043",
"183093","NO36NE 7","The Drums","Findspot, Unidentified Pottery (Bronze/iron Age)","335900","769300","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 359 693","http://canmore.org.uk/site/183093",
"185912","NO26SW 28","Gallow Hill","Cairn(S) (Period Unassigned)(Possible), Hut Circle(S) (Prehistoric)(Possible)","320510","760710","ANGUS","ANGUS","GLENISLA","NO 2051 6071","http://canmore.org.uk/site/185912",
"216659","NO33NE 56","Craigowl Hill","Hut Circle(S) (Prehistoric)(Possible)","337870","739530","ANGUS","ANGUS","TEALING","NO 3787 3953","http://canmore.org.uk/site/216659",
"216663","NO34SW 31","Scotston Hill","Pit Alignment(S) (Prehistoric)","334580","740350","ANGUS","ANGUS","AUCHTERHOUSE","NO 3458 4035","http://canmore.org.uk/site/216663",
"219594","NO54SE 33","West Grange Of Conon","Souterrain (Prehistoric)(Possible)","357970","744120","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 5797 4412","http://canmore.org.uk/site/219594",
"235209","NO46NE 16","Burn Of Calletar","Hut Circle (Prehistoric)(Possible), Rig And Furrow (Medieval)","348000","769900","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 4800 6990","http://canmore.org.uk/site/235209",
"235299","NO47SW 2","Cairn Of Meadows","Enclosure (Period Unassigned)(Possible), Hut Circle (Prehistoric)(Possible)","343500","774700","ANGUS","ANGUS","LETHNOT AND NAVAR","NO 4350 7470","http://canmore.org.uk/site/235299",
"235429","NO46NW 24","West Burn Of Glenmoye","Cairnfield (Period Unassigned), Hut Circle(S) (Prehistoric), Structure (Period Unassigned)","340160","768530","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 4016 6853","http://canmore.org.uk/site/235429",
"235430","NO46NW 25","Long Sough","Cairnfield (Period Unassigned), Hut Circle(S) (Prehistoric)","340380","768860","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 4038 6886","http://canmore.org.uk/site/235430",
"235434","NO36NE 22","Manywee","Cord Rig (Prehistoric)(Possible)","339800","768400","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3980 6840","http://canmore.org.uk/site/235434",
"235450","NO26NW 2","Mid Shank","Hut Circle (Prehistoric)","324700","765250","ANGUS","ANGUS","LINTRATHEN","NO 2470 6525","http://canmore.org.uk/site/235450",
"236318","NO36NE 23","Glenmoye Park","Hut Circle(S) (Prehistoric)(Possible), Rig And Furrow (Medieval), Shieling Hut(S) (Post Medieval)(Possible)","339740","765530","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3974 6553","http://canmore.org.uk/site/236318",
"236427","NO36NW 56","Auchmure","Hut Circle (Prehistoric)(Possible)","334800","766510","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3480 6651","http://canmore.org.uk/site/236427",
"239743","NO46NW 31","Toardy Burn","Hut Circle (Prehistoric)","343560","767130","ANGUS","ANGUS","TANNADICE","NO 4356 6713","http://canmore.org.uk/site/239743",
"239755","NO46SW 32","West Burn Of Buckies","Hut Circle(S) (Prehistoric)(Possible)","341150","764240","ANGUS","ANGUS","TANNADICE","NO 4115 6424","http://canmore.org.uk/site/239755",
"239760","NO36SE 28","Glenarm","Cairnfield (Period Unassigned), Hut Circle (Prehistoric), Rig And Furrow (Medieval), Round Ended Building (Period Unassigned)","337150","764420","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 3715 6442","http://canmore.org.uk/site/239760",
"249298","NO46SE 58","Deuchar Hill","Cord Rig (Prehistoric)","346380","762810","ANGUS","ANGUS","FERN","NO 4638 6281","http://canmore.org.uk/site/249298",
"249308","NO46SE 60","Cruick Water","Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval)","347590","762880","ANGUS","ANGUS","FERN","NO 4759 6288","http://canmore.org.uk/site/249308",
"251619","NO56SW 46","Balfour","Rig And Furrow (Medieval), Souterrain (Prehistoric)(Possible)","353030","764390","ANGUS","ANGUS","MENMUIR","NO 5303 6439","http://canmore.org.uk/site/251619",
"252681","NO44NW 87","South Leckaway","Findspot, Flint Scatter (Prehistoric), Unidentified Pottery","343850","748180","ANGUS","ANGUS","FORFAR","NO 4385 4818","http://canmore.org.uk/site/252681",
"254395","NO37SE 20","Adielinn Cottage","Cairnfield (Period Unassigned), Hut Circle (Prehistoric)","335656","771610","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35656 71610","http://canmore.org.uk/site/254395",
"254408","NO36NE 32","Kilburn","Bank (Earthwork) (Period Unassigned), Building (Period Unassigned), Hut Circle (Prehistoric)","335589","768708","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35589 68708","http://canmore.org.uk/site/254408",
"254419","NO36NE 39","Kilburn","Building (Period Unassigned), Hut Circle(S) (Prehistoric)","335168","768361","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35168 68361","http://canmore.org.uk/site/254419",
"254825","NO36NE 41","The Drums","Clearance Cairn (Period Unassigned), Hut Circle (Prehistoric)","335925","769031","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35925 69031","http://canmore.org.uk/site/254825",
"254832","NO36NE 43","The Drums","Ring Ditch House (Prehistoric)","336020","768944","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 36020 68944","http://canmore.org.uk/site/254832",
"254871","NO37SE 30","Rottal Burn","Bank (Earthwork)(S) (Period Unassigned), Building(S) (Period Unassigned), Clearance Cairn(S) (Period Unassigned), Hut(S) (Period Unassigned), Hut Circle (Prehistoric), Rig And Furrow (Medieval)","337389","770536","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37389 70536","http://canmore.org.uk/site/254871",
"254872","NO37SE 31","Burn Of Heughs","Building(S) (Period Unassigned), Clearance Cairn(S) (Period Unassigned), Hut(S) (Period Unassigned), Hut Circle(S) (Prehistoric), Marker Stone (Period Unassigned), Rig And Furrow (Medieval)","337362","771276","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37362 71276","http://canmore.org.uk/site/254872",
"254911","NO36NE 52","Gella","Building(S) (Period Unassigned), Hut(S) (Period Unassigned), Hut Circle (Prehistoric), Pitcarmick Building (Early Medieval), Rig And Furrow (Medieval)","338129","765175","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 38129 65175","http://canmore.org.uk/site/254911",
"254912","NO36NE 53","Gella","Cairnfield (Period Unassigned), Hut Circle (Prehistoric)(Possible)","338149","765642","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 38149 65642","http://canmore.org.uk/site/254912",
"254916","NO36NE 57","Gella","Clearance Cairn (Period Unassigned), Hut Circle (Prehistoric), Rig And Furrow (Medieval)","337931","765558","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37931 65558","http://canmore.org.uk/site/254916",
"254921","NO36NE 61","Clachnabrain","Burnt Mound (Prehistoric)","337309","766533","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37309 66533","http://canmore.org.uk/site/254921",
"254933","NO36NE 70","Whitehillocks","Cup Marked Stone(S) (Prehistoric)","337017","767163","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37017 67163","http://canmore.org.uk/site/254933",
"255002","NO36NE 97","Glasslet","Hut Circle (Prehistoric)(Possible)","337300","769043","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37300 69043","http://canmore.org.uk/site/255002",
"255006","NO36NE 98","Tolloch Hill Plantation","Bank (Earthwork) (Period Unassigned), Cairnfield (Prehistoric)","337431","769235","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37431 69235","http://canmore.org.uk/site/255006",
"255009","NO36NE 99","Rottal Lodge","Hut Circle (Prehistoric)","337424","769747","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37424 69747","http://canmore.org.uk/site/255009",
"255013","NO36NE 102","Glasslet Farm","Clearance Cairn(S) (Prehistoric), Hut (Period Unassigned)(Possible), Rig And Furrow (Medieval)","337860","769546","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37860 69546","http://canmore.org.uk/site/255013",
"255087","NO37SE 56","Wheen","Burnt Mound(S) (Prehistoric)","336959","770340","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 36959 70340","http://canmore.org.uk/site/255087",
"255088","NO37SE 57","Rottal","Burnt Mound (Prehistoric)","337019","770409","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37019 70409","http://canmore.org.uk/site/255088",
"255117","NO37SE 65","Adielinn Plantation","Burnt Mound (Prehistoric)","335316","772002","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35316 72002","http://canmore.org.uk/site/255117",
"255119","NO37SE 67","Adielinn","Hut Circle (Prehistoric)","335097","771966","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35097 71966","http://canmore.org.uk/site/255119",
"255120","NO37SE 68","Adielinn Plantation","Burnt Mound (Prehistoric)","335084","771666","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35084 71666","http://canmore.org.uk/site/255120",
"255128","NO37SW 38","Marchburn","Hut Circle (Prehistoric)","334503","772188","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 34503 72188","http://canmore.org.uk/site/255128",
"255131","NO37SW 41","Marchburn","Burnt Mound (Prehistoric)","334443","772426","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 34443 72426","http://canmore.org.uk/site/255131",
"255148","NO37SW 47","Kirkton Of Clova","Burnt Mound (Prehistoric)","333606","772885","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 33606 72885","http://canmore.org.uk/site/255148",
"255170","NO37SW 60","Clova","Burnt Mound(S) (Prehistoric)","332789","773172","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 32789 73172","http://canmore.org.uk/site/255170",
"255190","NO36NE 107","Tarabuckle","Burnt Mound (Prehistoric)","335961","767269","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35961 67269","http://canmore.org.uk/site/255190",
"255192","NO36NE 108","Tarabuckle","Hut Circle(S) (Prehistoric)","335874","767204","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35874 67204","http://canmore.org.uk/site/255192",
"255197","NO36NE 111","Hill Of Balbae","Hut Circle (Prehistoric)","335494","767266","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35494 67266","http://canmore.org.uk/site/255197",
"255200","NO36NE 113","Hill Of Balbae","Burnt Mound (Prehistoric)","335403","767709","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35403 67709","http://canmore.org.uk/site/255200",
"255206","NO36NE 115","Kilburn","Hut Circle (Prehistoric)","335216","768486","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35216 68486","http://canmore.org.uk/site/255206",
"255208","NO36NE 116","Kilburn","Burnt Mound (Prehistoric)","335313","768519","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35313 68519","http://canmore.org.uk/site/255208",
"255215","NO36NE 120","The Drums","Cairnfield (Period Unassigned), Hut (Period Unassigned), Hut Circle(S) (Prehistoric), Rig And Furrow (Medieval)","335430","769329","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35430 69329","http://canmore.org.uk/site/255215",
"255217","NO36NW 64","Downie Burn","Bank (Earthwork) (Period Unassigned), Hut Circle (Prehistoric)","334498","769089","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 34498 69089","http://canmore.org.uk/site/255217",
"255220","NO36NW 65","Shank Of Ord","Cairnfield (Prehistoric)","333421","769856","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 33421 69856","http://canmore.org.uk/site/255220",
"255238","NO37SE 73","Wester Eggie","Burnt Mound (Prehistoric)","335393","770293","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35393 70293","http://canmore.org.uk/site/255238",
"255239","NO37SE 74","Wester Eggie","Hut(S) (Period Unassigned), Hut Circle (Prehistoric)","335368","770382","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35368 70382","http://canmore.org.uk/site/255239",
"255255","NO37SW 78","Clova","Hut Circle (Prehistoric)","331780","772740","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 31780 72740","http://canmore.org.uk/site/255255",
"255260","NO36NE 127","Glasslet","Burnt Mound (Prehistoric)","337130","768378","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37130 68378","http://canmore.org.uk/site/255260",
"255261","NO36NE 128","Glasslet","Burnt Mound (Prehistoric)","337436","768366","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37436 68366","http://canmore.org.uk/site/255261",
"255262","NO36NE 129","Glasslet","Burnt Mound (Prehistoric)","337362","768370","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37362 68370","http://canmore.org.uk/site/255262",
"255265","NO36NE 130","Glasslet","Burnt Mound (Prehistoric)","337084","769002","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37084 69002","http://canmore.org.uk/site/255265",
"255266","NO36NE 131","Rottal","Burnt Mound (Prehistoric)","336671","769962","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 36671 69962","http://canmore.org.uk/site/255266",
"255269","NO37SE 79","Wheen","Cairnfield (Period Unassigned), Hut Circle (Prehistoric)","335976","771285","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 35976 71285","http://canmore.org.uk/site/255269",
"256025","NO35NW 60","Hilton","Cairnfield (Period Unassigned)(Possible), Field System (Period Unassigned), Hut Circle(S) (Prehistoric)(Possible)","330200","757400","ANGUS","ANGUS","LINTRATHEN","NO 3020 5740","http://canmore.org.uk/site/256025",
"259718","NO53NE 105","Nether Kelly","Field Boundary (Period Unassigned), Roundhouse (Prehistoric)(Possible)","359820","738590","ANGUS","ANGUS","ARBIRLOT","NO 5982 3859","http://canmore.org.uk/site/259718",
"259744","NO35SE 235","Powmyre","Pit Alignment (Prehistoric)(Possible)","335980","750990","ANGUS","ANGUS","AIRLIE","NO 3598 5099","http://canmore.org.uk/site/259744",
"259876","NO55NE 57","Haughmuir, Brechin","Pit Alignment (Prehistoric)","358850","759310","ANGUS","ANGUS","BRECHIN","NO 5885 5931","http://canmore.org.uk/site/259876",
"262314","NO53NW 61","Balmachie","Souterrain (Prehistoric)","354410","737240","ANGUS","ANGUS","PANBRIDE","NO 5441 3724","http://canmore.org.uk/site/262314",
"262324","NO55NE 59","Broomknowe","Pit Enclosure (Prehistoric)(Possible)","356840","758420","ANGUS","ANGUS","ABERLEMNO","NO 5684 5842","http://canmore.org.uk/site/262324",
"262760","NO36NE 132","Whitehillocks","Cairnfield (Period Unassigned), Hut Circle(S) (Prehistoric)","337172","767809","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 37172 67809","http://canmore.org.uk/site/262760",
"262802","NO27NE 30","Glendoll Lodge","Hut Circle (Prehistoric)","328460","776755","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 28460 76755","http://canmore.org.uk/site/262802",
"263155","NO27NE 37","The Doll","Burnt Mound (Prehistoric)","327980","775749","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 27980 75749","http://canmore.org.uk/site/263155",
"263443","NO27NE 41","Braedownie","Burnt Mound (Prehistoric)","329261","775436","ANGUS","ANGUS","CORTACHY AND CLOVA","NO 29261 75436","http://canmore.org.uk/site/263443",
"266868","NO45SW 52","Forfar Loch Country Park","Cup Marked Stone (Prehistoric)","343500","750600","ANGUS","ANGUS","FORFAR","NO 435 506","http://canmore.org.uk/site/266868",
"268017","NO53SW 94","Carnoustie, Barry","Findspot, Lithic Implement (Stone)","353500","734500","ANGUS","ANGUS","BARRY","NO 535 345","http://canmore.org.uk/site/268017",
"268041","NO35NE 99","Caddam","Roundhouse(S) (Prehistoric)","337800","756400","ANGUS","ANGUS","KIRRIEMUIR","NO 378 564","http://canmore.org.uk/site/268041",
"271026","NO53NE 112","West Balmirmer","Site (Period Unassigned), Souterrain (Prehistoric)(Possible)","357400","739100","ANGUS","ANGUS","ARBIRLOT","NO 574 391","http://canmore.org.uk/site/271026",
"271045","NO76SW 100","Charleton Farm","Rectilinear Enclosure (Period Unassigned), Ring Ditch (Period Unassigned)(Possible), Site (Period Unassigned), Souterrain (Prehistoric)","371900","761300","ANGUS","ANGUS","MONTROSE","NO 7190 6130","http://canmore.org.uk/site/271045",
"271649","NO24NE 100","Milton Of Ruthven","Linear Feature(S) (Period Unassigned), Palisaded Settlement (Period Unassigned), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)(Possible)","329330","748910","ANGUS","ANGUS","RUTHVEN","NO 2933 4891","http://canmore.org.uk/site/271649",
"273003","NO55SW 103","Turin Hill","Cup And Ring Marked Rock (Prehistoric)","351570","753400","ANGUS","ANGUS","RESCOBIE","NO 5157 5340","http://canmore.org.uk/site/273003",
"273042","NO33SW 162","Fowlis Estate, Former Factor's House","Cup Marked Stone (Prehistoric), Findspot, Rotary Quern(S)","332300","733400","ANGUS","ANGUS","FOWLIS EASTER (ANGUS)","NO 323 334","http://canmore.org.uk/site/273042",
"273052","NO35SW 81","Kaims O' Airlie","Cup And Ring Marked Rock (Prehistoric)","332243","752897","ANGUS","ANGUS","KINGOLDRUM","NO 32243 52897","http://canmore.org.uk/site/273052",
"273064","NO33NE 75","Craigowl","Cup Marked Rock(S) (Prehistoric)","337842","739648","ANGUS","ANGUS","TEALING","NO 37842 39648","http://canmore.org.uk/site/273064",
"273065","NO34SE 46","Gallow Hill","Cup And Ring Marked Stone(S) (Prehistoric)","339589","740668","ANGUS","ANGUS","TEALING","NO 39589 40668","http://canmore.org.uk/site/273065",
"273066","NO43NW 72","Huntingfaulds","Cup And Ring Marked Stone (Prehistoric)","341306","739748","ANGUS","ANGUS","TEALING","NO 41306 39748","http://canmore.org.uk/site/273066",
"273068","NO33NE 76","Prieston","Cup And Ring Marked Rock(S) (Prehistoric)","339025","739605","ANGUS","ANGUS","TEALING","NO 39025 39605","http://canmore.org.uk/site/273068",
"278869","NO57SE 96","Cornescorn","Hut Circle(S) (Prehistoric)","357400","774410","ANGUS","ANGUS","EDZELL","NO 5740 7441","http://canmore.org.uk/site/278869",
"281427","NO34SE 47","Denoon Burn","Carved Stone (Period Unassigned), Cup Marked Rock (Prehistoric)","335446","742068","ANGUS","ANGUS","GLAMIS","NO 35446 42068","http://canmore.org.uk/site/281427",
"281428","NO34SE 48","Denoon Burn","Carved Stone (Period Unassigned), Cup Marked Rock (Prehistoric)","335455","741701","ANGUS","ANGUS","GLAMIS","NO 35455 41701","http://canmore.org.uk/site/281428",
"281429","NO34SW 45","Wester Denoon","Cup Marked Rock (Prehistoric)","333880","742495","ANGUS","ANGUS","GLAMIS","NO 33880 42495","http://canmore.org.uk/site/281429",
"281431","NO44NW 91","Invereighty","Cup And Ring Marked Stone (Prehistoric)","343000","745000","ANGUS","ANGUS","KINNETTLES","NO 43 45","http://canmore.org.uk/site/281431",
"282471","NO53SW 96","Balhungie Links","Field Boundary(S) (Period Unassigned), Pit(S) (Period Unassigned), Pit Circle (Prehistoric), Rig And Furrow (Medieval)","351410","733570","ANGUS","ANGUS","MONIKIE","NO 5141 3357","http://canmore.org.uk/site/282471",
"284124","NO75SW 33","Boddin","Souterrain (Prehistoric)(Possible)","371790","754120","ANGUS","ANGUS","CRAIG","NO 7179 5412","http://canmore.org.uk/site/284124",
"284128","NO75NW 552","Mains Of Usan","Souterrain (Prehistoric)","372500","756080","ANGUS","ANGUS","CRAIG","NO 7250 5608","http://canmore.org.uk/site/284128",
"284136","NO46SE 62","Balquharn","Barrow (Prehistoric), Rig And Furrow (Medieval)","348900","762570","ANGUS","ANGUS","FERN","NO 4890 6257","http://canmore.org.uk/site/284136",
"285661","NO65NE 123","Bonnyton","Souterrain (Prehistoric)(Possible)","365770","755690","ANGUS","ANGUS","MARYTON","NO 6577 5569","http://canmore.org.uk/site/285661",
"285666","NO66NE 108","Broomley","Pit (Period Unassigned), Souterrain (Prehistoric)(Possible)","368100","765150","ANGUS","ANGUS","LOGIE PERT","NO 6810 6515","http://canmore.org.uk/site/285666",
"285677","NO56NE 66","Colt Hill","Pit Alignment (Prehistoric)","359800","769890","ANGUS","ANGUS","EDZELL","NO 5980 6989","http://canmore.org.uk/site/285677",
"285678","NO56NE 67","Mains Of Edzell","Linear Feature(S) (Period Unassigned), Pit(S) (Period Unassigned), Souterrain (Prehistoric)","359080","769560","ANGUS","ANGUS","EDZELL","NO 5908 6956","http://canmore.org.uk/site/285678",
"285736","NO64SE 76","Dickmontlaw","Rig And Furrow (Medieval), Souterrain (Prehistoric)","365070","743180","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 6507 4318","http://canmore.org.uk/site/285736",
"285739","NO64NW 143","East Mains Of Colliston","Souterrain (Prehistoric), Unenclosed Settlement (Period Unassigned)","361780","746250","ANGUS","ANGUS","ARBROATH AND ST VIGEANS","NO 6178 4625","http://canmore.org.uk/site/285739",
"285817","NO44NW 92","Mains Of Brigton","Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)","342680","748360","ANGUS","ANGUS","KINNETTLES","NO 4268 4836","http://canmore.org.uk/site/285817",
"285823","NO45NW 60","Burnside","Cropmark(S) (Period Unknown), Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible)","341740","759570","ANGUS","ANGUS","TANNADICE","NO 4174 5957","http://canmore.org.uk/site/285823",
"285824","NO35NE 103","Bell Hillock","Linear Feature(S) (Period Unassigned), Pit Alignment (Prehistoric)","338930","758460","ANGUS","ANGUS","KIRRIEMUIR","NO 3893 5846","http://canmore.org.uk/site/285824",
"286441","NO45NE 92","Nether Balgillo","Rig And Furrow (Medieval), Souterrain(S) (Prehistoric)(Possible)","348600","758250","ANGUS","ANGUS","TANNADICE","NO 4860 5825","http://canmore.org.uk/site/286441",
"305636","NO55NE 69","Fountainhead","Pit(S) (Period Unassigned), Souterrain (Prehistoric)(Possible)","357230","759980","ANGUS","ANGUS","BRECHIN","NO 5723 5998","http://canmore.org.uk/site/305636",
"308141","NO44NW 96","South Leckaway","Flint Scatter (Prehistoric), Pottery Scatter (Period Unassigned)","343747","748010","ANGUS","ANGUS","KINNETTLES","NO 43747 48010","http://canmore.org.uk/site/308141",
"308143","NO44NW 97","Loanhead","Flint Scatter (Prehistoric)","343599","747799","ANGUS","ANGUS","KINNETTLES","NO 43599 47799","http://canmore.org.uk/site/308143",
"308144","NO44NW 98","Invereighty House","Flint Scatter (Prehistoric), Pottery Scatter (Medieval), Sherd (Neolithic)","343752","745991","ANGUS","ANGUS","KINNETTLES","NO 43752 45991","http://canmore.org.uk/site/308144",
"308145","NO44NW 99","Invereighty House","Flint Scatter (Prehistoric), Pottery Scatter (Medieval), Mace (Stone)(Bronze Age)","343676","745830","ANGUS","ANGUS","KINNETTLES","NO 43676 45830","http://canmore.org.uk/site/308145",
"308146","NO44NW 100","Invereighty House","Flint Scatter (Prehistoric), Pottery Scatter (Medieval), Spindle Whorl (Stone)(Possible)","343696","745731","ANGUS","ANGUS","KINNETTLES","NO 43696 45731","http://canmore.org.uk/site/308146",
"308150","NO44NW 101","Easter Ingliston","Flint Scatter (Prehistoric), Pottery Scatter (Medieval)","342520","748724","ANGUS","ANGUS","KINNETTLES","NO 42520 48724","http://canmore.org.uk/site/308150",
"308151","NO44NW 102","Mains Of Kinnettles","Flint Scatter (Prehistoric), Pottery Scatter (Medieval), Coin(S) (Silver)(Medieval), Seal (Lead)(19th Century)","342425","746927","ANGUS","ANGUS","KINNETTLES","NO 42425 46927","http://canmore.org.uk/site/308151",
"308152","NO44NW 103","North Mains Of Invereighty","Flint Scatter (Prehistoric), Seal(S) (Lead)(19th Century)","344043","746601","ANGUS","ANGUS","KINNETTLES","NO 44043 46601","http://canmore.org.uk/site/308152",
"311430","NO64NW 151","Balneaves Cottage","Roundhouse (Prehistoric)","360530","749846","ANGUS","ANGUS","KINNELL","NO 60530 49846","http://canmore.org.uk/site/311430",
"312070","NO43SE 512","Ardownie","Inorganic Material(S) (Agate)(Prehistoric)","349030","733990","ANGUS","ANGUS","MONIFIETH (ANGUS)","NO 4903 3399","http://canmore.org.uk/site/312070",
"331381","NO65NW 116","Kinnaird Park","Ring Ditch(S) (Period Unassigned), Souterrain(S) (Prehistoric)(Possible), Unenclosed Settlement (Period Unassigned)","362810","757110","ANGUS","ANGUS","FARNELL","NO 6281 5711","http://canmore.org.uk/site/331381",
"332950","NO56NE 73","Mains Of Edzell","Enclosure (Period Unassigned), Pit(S) (Period Unassigned)(Possible), Roundhouse(S) (Prehistoric)(Possible)","358970","768780","ANGUS","ANGUS","EDZELL","NO 5897 6878","http://canmore.org.uk/site/332950",
"333181","NO57SE 99","Meikle Tullo","Hut Circle (Prehistoric)(Possible)","357471","772880","ANGUS","ANGUS","EDZELL","NO 57471 72880","http://canmore.org.uk/site/333181",
"333182","NO57SE 100","Meikle Tullo","Hut Circle (Prehistoric)(Possible)","357403","772948","ANGUS","ANGUS","EDZELL","NO 57403 72948","http://canmore.org.uk/site/333182",
"333187","NO57SE 105","Meikle Tullo","Hut Circle (Prehistoric)","357436","772857","ANGUS","ANGUS","EDZELL","NO 57436 72857","http://canmore.org.uk/site/333187",
"333188","NO57SE 106","Meikle Tullo","Hut Circle (Prehistoric)","357425","772850","ANGUS","ANGUS","EDZELL","NO 57425 72850","http://canmore.org.uk/site/333188",
"339910","NO35SE 278","Drumshade","Corn Drying Kiln (Period Unassigned), Enclosure (Period Unknown)(Possible), Pit(S) (Period Unassigned), Pit Group (Neolithic), Rig And Furrow (Medieval), Structure (Bronze Age), Timber Structure (Neolithic), Organic Material(S) (Period Unassigned), Unidentified Flint(S) (Prehistoric), Unidentified Pottery(S) (Period Unassigned)","336850","750500","ANGUS","ANGUS","AIRLIE","NO 36850 50500","http://canmore.org.uk/site/339910",
