CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL
"9558","ND48SE 5","South Ronaldsay, Liddel","Burnt Mound (Prehistoric)","346490","984160","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4649 8416","http://canmore.org.uk/site/9558",
"9562","ND48SW 3","South Ronaldsay, Brough","Burnt Mound (Prehistoric)(Possible)","344700","983240","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4470 8324","http://canmore.org.uk/site/9562",
"9575","ND49NE 18","Burray, North Links","Midden (Period Unassigned), Settlement (Period Unassigned), Amulet, Mount(S) (Antler), Quern, Unidentified Pottery (Iron Age)","348500","997500","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 485 975","http://canmore.org.uk/site/9575",
"9586","ND49SE 10","South Ronaldsay, Brecks","Burnt Mound (Prehistoric)","347810","993360","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4781 9336","http://canmore.org.uk/site/9586",
"9587","ND49SE 11","South Ronaldsay, Hall Of Cara","Burnt Mound (Prehistoric), Fort (Period Unassigned)(Possible)","347990","994650","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4799 9465","http://canmore.org.uk/site/9587",
"9588","ND49SE 12","South Ronaldsay","Pygmy Cup","345000","992000","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 45 92","http://canmore.org.uk/site/9588",
"9589","ND49SE 13","South Ronaldsay, Manse","Souterrain (Prehistoric)(Possible)","347300","991500","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 473 915","http://canmore.org.uk/site/9589",
"9590","ND49SE 14","South Ronaldsay, South Cara","Burnt Mound (Prehistoric)","347800","993000","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 478 930","http://canmore.org.uk/site/9590",
"9591","ND49SE 15","South Ronaldsay, Kirkhouse","Burnt Mound (Prehistoric)","347160","991190","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4716 9119","http://canmore.org.uk/site/9591",
"9596","ND49SE 2","South Ronaldsay, Honeysgeo","Burnt Mound (Prehistoric)","348680","993170","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4868 9317","http://canmore.org.uk/site/9596",
"9605","ND49SE 3","South Ronaldsay, Sorquoy, Papley","Standing Stone (Prehistoric)","346910","991400","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4691 9140","http://canmore.org.uk/site/9605",
"9612","ND49SW 1","South Ronaldsay, Howe Of Hoxa","Broch (Iron Age)","342526","993962","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 42526 93962","http://canmore.org.uk/site/9612",
"9618","ND49SW 15","South Ronaldsay, Oyce Of Herston","Burnt Mound (Prehistoric)","342050","990720","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4205 9072","http://canmore.org.uk/site/9618",
"9619","ND49SW 16","South Ronaldsay, Newbigging Farm","Burnt Mound (Prehistoric)","343280","990660","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4328 9066","http://canmore.org.uk/site/9619",
"9620","ND49SW 17","South Ronaldsay, Little Myre","Burnt Mound (Prehistoric)","343390","991170","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4339 9117","http://canmore.org.uk/site/9620",
"75269","ND48NW 18","South Ronaldsay, Mucklehouse, 'the Cairns'","Burnt Mound (Prehistoric)(Possible)","343570","988830","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 4357 8883","http://canmore.org.uk/site/75269",
"82976","ND59NW 5","Cornquoy","Barrow (Prehistoric)","352370","999660","ORKNEY ISLANDS","ORKNEY","HOLM","ND 5237 9966","http://canmore.org.uk/site/82976",
"89732","HY21SW 6","Mousland","Barrow (Prehistoric), Polished Axehead (Stone)","323090","1012640","ORKNEY ISLANDS","ORKNEY","STROMNESS","HY 2309 1264","http://canmore.org.uk/site/89732",
"91735","HY32NW 22","Costa Hill","Barrow (Prehistoric)","330720","1029530","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3072 2953","http://canmore.org.uk/site/91735",
"91743","HY50NW 61","Langskaill","Barrow (Prehistoric), Lithic Scatter (Mesolithic)","350940","1005990","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5094 0599","http://canmore.org.uk/site/91743",
"110307","HY21NW 39","Skaill","No Class (Event)","323500","1018500","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 235 185","http://canmore.org.uk/site/110307",
"138759","ND28NE 20","Hoy","Burnt Mound (Prehistoric)","328500","988000","ORKNEY ISLANDS","ORKNEY","HOY AND GRAEMSAY","ND 285 880","http://canmore.org.uk/site/138759",
"138766","ND39SW 57","Hoy, Mid Rinnigill","Burnt Mound (Prehistoric)(Possible)","331230","993840","ORKNEY ISLANDS","ORKNEY","HOY AND GRAEMSAY","ND 3123 9384","http://canmore.org.uk/site/138766",
"138798","HY21NW 302","Skaill","Cist (Period Unassigned), Human Remains (Period Unassigned)","322940","1018760","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2294 1876","http://canmore.org.uk/site/138798",
"139973","ND38NW 40","Red Geos, The Loft","Bank (Earthwork)(S) (Period Unassigned), Dyke (Period Unassigned), Kelp Working Site (Post Medieval), Treb Dyke (Prehistoric)","331980","988550","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3198 8855","http://canmore.org.uk/site/139973",
"139994","ND39SW 62","South Walls, Quoy","Treb Dyke (Prehistoric)","332000","990100","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 320 901","http://canmore.org.uk/site/139994",
"178539","HY20NE 128","Hall Of Clestrain","Hut Circle (Prehistoric)(Possible)","329850","1007560","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 2985 0756","http://canmore.org.uk/site/178539",
"242486","HY62NE 56","Papa Stronsay","Souterrain (Prehistoric)(Possible)","366600","1029270","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 6660 2927","http://canmore.org.uk/site/242486",
"269123","HY31SW 112","Ness Of Brodgar","Boundary Wall (Period Unassigned), Carved Stone (Period Unassigned), Cup And Ring Marked Stone (Prehistoric), Settlement (Neolithic), Stone (Period Unassigned), Mace(S) (Stone), Polished Axehead(S), Unidentified Pottery (Neolithic)","330290","1012850","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 3029 1285","http://canmore.org.uk/site/269123",
"273921","HY31NW 101","Caperhouse","Settlement (Period Unassigned), Souterrain (Prehistoric), Unidentified Pottery (Iron Age)","331400","1017100","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 314 171","http://canmore.org.uk/site/273921",
"275369","HY30NE 47","Orphir, Newhouse","Barrow (Prehistoric)","336200","1006800","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 362 068","http://canmore.org.uk/site/275369",
"277473","HY30NE 49","Hobbister Farm","Flint Scatter (Prehistoric), Human Remains (Period Unassigned), Mound (Period Unassigned)","338700","1007200","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 387 072","http://canmore.org.uk/site/277473",
"282772","HY41SW 279","Ramberry","Funerary Site (Prehistoric), House (Period Unassigned)","342400","1013830","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4240 1383","http://canmore.org.uk/site/282772",
"282775","HY74NW 9","Sanday, Meur","Burnt Mound (Prehistoric)","374650","1045710","ORKNEY ISLANDS","ORKNEY","LADY","HY 7465 4571","http://canmore.org.uk/site/282775",
"288385","HY42NW 79","Wyre, Hallbreck Farm","Flint Scatter (Prehistoric), Settlement (Neolithic), Animal Remains, Slag","343740","1025933","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 43740 25933","http://canmore.org.uk/site/288385",
"289900","HY42NE 30","Wyre, Loch Of Oorns","Standing Stone (Prehistoric)(Possible)","345246","1026207","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 45246 26207","http://canmore.org.uk/site/289900",
"289904","HY42NE 33","Wyre, Skirmie Clett","Standing Stone (Prehistoric)(Possible)","345531","1026463","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 45531 26463","http://canmore.org.uk/site/289904",
"293586","HY42NW 109","Wyre","Building(S) (Post Medieval), Funerary Site(S) (Prehistoric)(Possible), Settlement(S) (Period Unassigned)","344000","1026000","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 440 260","http://canmore.org.uk/site/293586",
"295344","HY75SE 60","North Ronaldsay, Hollandstoun, Holland","Barrow (Prehistoric)(Possible), Human Remains (Period Unassigned)","375600","1053100","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 756 531","http://canmore.org.uk/site/295344",
"295707","HY44SW 37","Westray, Mae Sand","Hearth (Prehistoric)(Possible)","344160","1042950","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 4416 4295","http://canmore.org.uk/site/295707",
"296137","HY31NW 104","Corrigall, Nessbreck","Souterrain (Prehistoric)","332500","1019000","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 325 190","http://canmore.org.uk/site/296137",
"296234","HY54SW 30","Westray, Sand Geo","Burnt Mound (Prehistoric)(Possible), Naust(S) (Period Unassigned)","351980","1040540","ORKNEY ISLANDS","ORKNEY","WESTRAY","HY 5198 4054","http://canmore.org.uk/site/296234",
"297091","HY55SW 21","Holm Of Papa Westray, Ramni Geo","Mound (Prehistoric)","350750","1051850","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 5075 5185","http://canmore.org.uk/site/297091",
"297243","HY20NE 302","Clestrain","Souterrain (Prehistoric)(Possible)","329060","1007000","ORKNEY ISLANDS","ORKNEY","ORPHIR","HY 2906 0700","http://canmore.org.uk/site/297243",
"297315","HY21SE 99","Corn Hillock","Broch (Iron Age)(Possible), Settlement (Prehistoric)(Possible)","328480","1010150","ORKNEY ISLANDS","ORKNEY","STENNESS","HY 2848 1015","http://canmore.org.uk/site/297315",
"300429","HY20SW 41","Orkney, Whaness Burn","Organic Material (Neolithic)","324575","1001043","ORKNEY ISLANDS","ORKNEY","HOY AND GRAEMSAY","HY 24575 01043","http://canmore.org.uk/site/300429",
"306438","HY74SW 40","Sanday, Howar","Treb Dyke (Prehistoric)","371750","1041800","ORKNEY ISLANDS","ORKNEY","LADY","HY 71750 41800","http://canmore.org.uk/site/306438",
"306445","HY43SW 64","Rousay, Bigland","Treb Dyke (Prehistoric)","343650","1032170","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 43650 32170","http://canmore.org.uk/site/306445",
"306446","HY62NW 59","Stronsay, Linga Holm","Dyke (Prehistoric)","361780","1027300","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 61780 27300","http://canmore.org.uk/site/306446",
"306447","HY53NE 66","Eday, Stennie Hill","Carved Stone (Prehistoric), Findspot","356460","1035460","ORKNEY ISLANDS","ORKNEY","EDAY","HY 56460 35460","http://canmore.org.uk/site/306447",
"306450","HY21NE 90","Upper Scarrataing","Findspot, Flint Scatter (Prehistoric), Unidentified Flint (Flint)","326850","1017860","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 26850 17860","http://canmore.org.uk/site/306450",
"306513","HY22SE 99","Dounby, Esgar","Burnt Mound (Prehistoric)","329615","1020995","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 29615 20995","http://canmore.org.uk/site/306513",
"306514","HY22SE 100","Dounby, Esgar","Burnt Mound (Prehistoric)","329658","1020968","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 29658 20968","http://canmore.org.uk/site/306514",
"306517","HY32SW 55","Knowe Of Yesko","Enclosure (Prehistoric)","331239","1020884","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 31239 20884","http://canmore.org.uk/site/306517",
"306524","HY45SE 132","Papa Westray, Keldie","Mound (Period Unassigned), Settlement (Prehistoric)(Possible)","349430","1054420","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 49430 54420","http://canmore.org.uk/site/306524",
"306527","HY31SE 74","Damsay","Settlement (Prehistoric)(Possible), Site (Period Unassigned)","338780","1013930","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 38780 13930","http://canmore.org.uk/site/306527",
"306531","HY31SE 78","Damsay","Barrow (Prehistoric)(Possible), Mound (Period Unassigned)","339140","1013800","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 39140 13800","http://canmore.org.uk/site/306531",
"306533","HY64SW 13","Sanday, Quival's Loch","Findspot, Spindle Whorl(S) (Stone)(Prehistoric)","367090","1041900","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 67090 41900","http://canmore.org.uk/site/306533",
"306575","HY32SW 56","Howally","Barrow (Prehistoric)","330720","1024480","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3072 2448","http://canmore.org.uk/site/306575",
"306581","HY31NE 45","The Whins","Enclosure (Prehistoric)","337350","1016220","ORKNEY ISLANDS","ORKNEY","FIRTH","HY 37350 16220","http://canmore.org.uk/site/306581",
"306582","HY31NE 46","The Whins","Burnt Mound(S) (Prehistoric)","337350","1016250","ORKNEY ISLANDS","ORKNEY","EVIE AND RENDALL","HY 3735 1625","http://canmore.org.uk/site/306582",
"306585","HY50SW 51","Swart Howe","Mound (Prehistoric)","350760","1003460","ORKNEY ISLANDS","ORKNEY","HOLM","HY 50760 03460","http://canmore.org.uk/site/306585",
"306626","HY21SW 25","Crua Breck","Flint Scatter (Prehistoric), Flake(S) (Flint), Microlith (Flint)(Possible)","322300","1014800","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 223 148","http://canmore.org.uk/site/306626",
"306628","ND38NW 63","South Walls, Snelsetter","Burnt Mound (Prehistoric)(Possible)","332600","988900","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 326 889","http://canmore.org.uk/site/306628",
"306637","HY75NE 47","North Ronaldsay, Scottigar","Midden (Prehistoric)","377950","1055250","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 7795 5525","http://canmore.org.uk/site/306637",
"306645","HY41SW 289","Hatson","Settlement (Prehistoric)","343600","1012800","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 4360 1280","http://canmore.org.uk/site/306645",
"306646","HY22SE 101","Loch Of Banks","Burnt Mound (Prehistoric)","327870","1023150","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2787 2315","http://canmore.org.uk/site/306646",
"306647","ND39SW 124","South Walls, Fea","Burnt Mound (Prehistoric)(Possible), Mound (Period Unassigned)","330750","990220","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3075 9022","http://canmore.org.uk/site/306647",
"306676","HY74SE 43","Sanday, Stenchme","Settlement (Prehistoric)(Possible)","375850","1043970","ORKNEY ISLANDS","ORKNEY","LADY","HY 7585 4397","http://canmore.org.uk/site/306676",
"306768","HY53SE 27","Eday, Stenaquoy","Burnt Mound (Prehistoric)","356700","1031600","ORKNEY ISLANDS","ORKNEY","EDAY","HY 567 316","http://canmore.org.uk/site/306768",
"306783","HY50SE 29","Stonehall","Burnt Mound (Prehistoric)(Possible)","355460","1003650","ORKNEY ISLANDS","ORKNEY","ST ANDREWS AND DEERNESS","HY 5546 0365","http://canmore.org.uk/site/306783",
"306786","HY21NW 56","Yesnaby","Treb Dyke (Prehistoric)","322362","1015077","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 22362 15077","http://canmore.org.uk/site/306786",
"306787","HY21NW 57","Burn Of Langadee","Treb Dyke (Prehistoric)","322206","1015235","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 22206 15235","http://canmore.org.uk/site/306787",
"306816","ND39SW 125","Hoy, Longhope","Burnt Mound (Prehistoric)(Possible)","331300","990800","ORKNEY ISLANDS","ORKNEY","WALLS AND FLOTTA","ND 3130 9080","http://canmore.org.uk/site/306816",
"307003","HY31NW 110","Bosquoy","Burnt Mound (Prehistoric)","330370","1018190","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 3037 1819","http://canmore.org.uk/site/307003",
"307021","HY43SE 17","Rousay, Scock Ness","Mound (Period Unassigned), Settlement (Prehistoric)","345291","1032520","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 45291 32520","http://canmore.org.uk/site/307021",
"307064","HY41SE 174","Carness","Barrow Cemetery (Prehistoric)","346436","1014213","ORKNEY ISLANDS","ORKNEY","KIRKWALL AND ST OLA","HY 46436 14213","http://canmore.org.uk/site/307064",
"307070","HY20SW 42","Hoy, Groups","Barrow Cemetery (Prehistoric), Square Barrow(S) (Iron Age)","321810","1004330","ORKNEY ISLANDS","ORKNEY","HOY AND GRAEMSAY","HY 2181 0433","http://canmore.org.uk/site/307070",
"307071","HY20SW 43","Hoy, Groups","Barrow Cemetery (Prehistoric), Square Barrow (Iron Age)","322130","1004280","ORKNEY ISLANDS","ORKNEY","HOY AND GRAEMSAY","HY 2213 0428","http://canmore.org.uk/site/307071",
"307173","HY40SE 81","Burrody's Hill","Enclosed Settlement (Prehistoric)","348764","1004440","ORKNEY ISLANDS","ORKNEY","HOLM","HY 48764 04440","http://canmore.org.uk/site/307173",
"307190","HY21NE 94","Voy Cottage","Souterrain (Prehistoric)(Possible)","325000","1015586","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 25000 15586","http://canmore.org.uk/site/307190",
"307321","HY21NW 60","Peerie Hill","Bank (Earthwork) (Period Unassigned), Enclosure(S) (Period Unassigned), Roundhouse (Prehistoric), Track (Period Unassigned)","323250","1014650","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 2325 1465","http://canmore.org.uk/site/307321",
"311268","ND49SW 97","South Ronaldsay, Blanster","Burnt Mound(S) (Prehistoric), Cist (Period Unassigned), Cremation (Period Unassigned), Cinerary Urn","344700","992900","ORKNEY ISLANDS","ORKNEY","SOUTH RONALDSAY","ND 447 929","http://canmore.org.uk/site/311268",
"311383","HY31NW 121","Fan Howe","Round Barrow (Prehistoric), Track (Period Unassigned)","330040","1019775","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 30040 19775","http://canmore.org.uk/site/311383",
"313960","HY63NW 82","Sanday, Spaney Geo","Bank (Earthwork) (Period Unassigned), Treb Dyke (Prehistoric)","360411","1036395","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 60411 36395","http://canmore.org.uk/site/313960",
"314642","HY21SE 108","Redland","Souterrain (Prehistoric), Structure (Period Unassigned)","326280","1013810","ORKNEY ISLANDS","ORKNEY","STROMNESS","HY 2628 1381","http://canmore.org.uk/site/314642",
"317859","HY64NE 29","Sanday, Otterswick","Tree(S) (Prehistoric)","369000","1045220","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6900 4522","http://canmore.org.uk/site/317859",
"332203","HY21NW 72","East Bigging","Burnt Mound (Prehistoric)","322635","1014894","ORKNEY ISLANDS","ORKNEY","SANDWICK","HY 22635 14894","http://canmore.org.uk/site/332203",
"332219","HY33SE 96","Rousay, Quendal","Burnt Mound (Prehistoric)","337362","1032219","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 37362 32219","http://canmore.org.uk/site/332219",
"332318","HY63SW 34","Spurness Windfarm","Settlement (Prehistoric)(Possible)","360358","1034738","ORKNEY ISLANDS","ORKNEY","STRONSAY","HY 60358 34738","http://canmore.org.uk/site/332318",
"332530","HY22SW 51","Marwick","Field Boundary(S) (Period Unassigned), Rig And Furrow (Medieval), Roundhouse(S) (Prehistoric)(Possible), Structure(S) (Period Unassigned)","323000","1023700","ORKNEY ISLANDS","ORKNEY","BIRSAY AND HARRAY","HY 2300 2370","http://canmore.org.uk/site/332530",
"334027","HY64SE 135","Sanday, Thorsness","Kerb Cairn (Prehistoric)(Possible), Mound (Period Unassigned)","367400","1043020","ORKNEY ISLANDS","ORKNEY","CROSS AND BURNESS","HY 6740 4302","http://canmore.org.uk/site/334027",
"334031","HY55SW 22","Papa Westray, Berry Hill","Barrow (Prehistoric)(Possible), Mound (Period Unassigned), Peat Cutting (Period Unassigned)(Possible)","350500","1054560","ORKNEY ISLANDS","ORKNEY","PAPA WESTRAY","HY 5050 5456","http://canmore.org.uk/site/334031",
"350111","HY74SE 51","Sanday, Ore Ledge","Settlement (Prehistoric)(Possible)","375862","1043777","ORKNEY ISLANDS","ORKNEY","LADY","HY 75862 43777","http://canmore.org.uk/site/350111",
"351489","HY33SE 160","Rousay, Tafts","Wall (Prehistoric)","337491","1032363","ORKNEY ISLANDS","ORKNEY","ROUSAY AND EGILSAY","HY 37491 32363","http://canmore.org.uk/site/351489",
